action_usage_marginal,actions_used_probability_gt_1e_4,behavior_divergence_kl,behavior_relative_return,best_epoch,checkpoint_sha256,collapse_flag_top_share_ge_0p95,component_family,converged,entropy,epochs_run,epsilon_smoothing_used,exact_regret,exact_true_return,experiment_id,fidelity_label,fit_role,full_target_probability_available,horizon_definition,inventory_layer,learned_model_predicted_return,method,method_seed_rank_max,method_seed_rank_min,method_seed_return_std,model_exploitation_gap,normalized_entropy,planner_definition,planner_horizon,policy,policy_entropy_normalized,policy_group,probability_source,profile,rank_within_profile,rare_action_class_count,rare_action_policy_mass,rare_train_action_threshold,retrospective_ehr_policy_value_computed,reward_contract,seed,seed_rank_range,selection_role,support_violation,support_violation_mass,task,terminal_reward_attachment,terminal_reward_occurrences_per_trajectory_max,top_action_share,training_examples,truncated_horizon_bootstrap,validation_objective,validation_objective_name,variant,winner_turnover_across_seeds
0.41288497;0.01434227;0.00888743;0.01072648;0.01323920;0.05584363;0.02112119;0.01818244;0.01145778;0.01536174;0.08093614;0.01116377;0.02005170;0.01141892;0.01551079;0.07045730;0.00882499;0.01559650;0.01268588;0.02545130;0.08354252;0.01140312;0.01893517;0.01335038;0.01862439,25,0.0420761400270333,,12.0,63f300d3eef5c1ce111f77107ef7e0803a55ef12a8ae731d366554947ec64cc9,0.0,,0.0,1.6140353328517412,12.0,0.0,,,KDD123-v2,independent_reimplementation,train_only,1.0,not_applicable,model_free_policy,,behavior_cloning,,,,,0.501428268957169,,,,,,native_supported_categorical_softmax,,,2.0,0.017712415846482,0.01,0.0,terminal_90d_only,3408,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.4128849660984733,20000.0,,1.6037691831588743,validation_cross_entropy,,
0.54110822;0.00600120;0.00140028;0.00620124;0.01800360;0.01460292;0.01320264;0.04120824;0.00340068;0.02420484;0.11042208;0.00920184;0.00800160;0.00860172;0.01040208;0.01880376;0.00700140;0.01320264;0.00220044;0.00820164;0.05801160;0.01000200;0.00700140;0.03720744;0.02240448,25,1.1425585852965514,,1.0,12290621185df9828b5835488a77382a198a3e6c5f9b36d789ba4f87b9edd420,0.0,,1.0,0.0,4.0,0.0,,,KDD123-v2,independent_reimplementation,train_only,1.0,not_applicable,model_free_policy,,discrete_bcq,,,,,0.0,,,,,,native_deterministic_one_hot_categorical_no_epsilon_smoothing,,,2.0,0.0084016803360672,0.01,0.0,terminal_90d_only,3408,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.5411082216443288,20000.0,,0.1263678669929504,terminal90_normalized_discounted_TD_MSE,,
0.88997800;0.00000000;0.00000000;0.00000000;0.00000000;0.00120024;0.00000000;0.00000000;0.00000000;0.00000000;0.07141428;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00080016;0.03660732;0.00000000;0.00000000;0.00000000;0.00000000,5,1.6402763250837094,,1.0,8bd6bc3da6abf977f7aa9b793eed5bc9692e708eea4af0a810d5d423a00a512f,0.0,,1.0,0.0,4.0,0.0,,,KDD123-v2,independent_reimplementation,train_only,1.0,not_applicable,model_free_policy,,discrete_cql,,,,,0.0,,,,,,native_deterministic_one_hot_categorical_no_epsilon_smoothing,,,2.0,0.0,0.01,0.0,terminal_90d_only,3408,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.8899779955991198,20000.0,,0.2613512575626373,terminal90_normalized_discounted_TD_MSE,,
0.62132546;0.00717114;0.00444371;0.00536324;0.00661960;0.03842392;0.01056060;0.00909122;0.00572889;0.00768087;0.09007799;0.00558188;0.01002585;0.00570946;0.00775539;0.05043169;0.00441249;0.00779825;0.00634294;0.01272565;0.05157322;0.00570156;0.00946758;0.00667519;0.00931219,25,0.5481687709102734,,1.0,efcc70ac86a065b8d979791e73520b16087fb8a3f5482c8b74b7189a201a857a,0.0,,1.0,1.1417677647739424,4.0,0.0,,,KDD123-v2,conceptual_adapter,train_only,1.0,not_applicable,model_free_policy,,soft_spibb,,,,,0.3547100997040459,,,,,,frozen_behavior_greedy_convex_mixture_native_categorical,,,2.0,0.0088562079172207,0.01,0.0,terminal_90d_only,3408,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.6213254599424398,20000.0,,0.2506705224514007,terminal90_normalized_discounted_TD_MSE,,
0.43675318;0.01154534;0.00878335;0.01277535;0.01332765;0.04740794;0.02189060;0.01934702;0.01053071;0.01214878;0.06915710;0.01071804;0.01858865;0.01114948;0.01542665;0.06908515;0.00880055;0.01448904;0.01278034;0.02223452;0.08861654;0.01198914;0.01958854;0.01457616;0.01829015,25,0.0986826720916246,,12.0,075e02d4d80e0702fcd42b6fb1c67411bd7e960a66f9ac59e91e6270d4a6047f,0.0,,0.0,1.5169290547493992,12.0,0.0,,,KDD123-v2,official_contract_adapter,train_only,1.0,not_applicable,model_free_policy,,decision_transformer_adapter,,,,,0.4712605074821459,,,,,,native_return_conditioned_categorical_softmax,,,2.0,0.0175839050716334,0.01,0.0,terminal_90d_only,3408,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.4367531834875351,145925.0,,1.5316067934036257,validation_cross_entropy,,
0.43986287;0.01491052;0.00821220;0.01207118;0.01453067;0.05716533;0.02096706;0.01876627;0.01288835;0.01420522;0.07571999;0.01264698;0.02149119;0.01160100;0.01878863;0.06713394;0.00813415;0.01372853;0.01246188;0.02108015;0.06923709;0.01066600;0.01456382;0.01447296;0.01469404,25,0.0343363040251841,,9.0,a69a28b8a288d8c2d707c607c208cdd4a65572900d05ef815a9d551f0a5b01c2,0.0,,1.0,1.5859106589431913,12.0,0.0,,,KDD123-v2,independent_reimplementation,train_only,1.0,not_applicable,model_free_policy,,behavior_cloning,,,,,0.4926908477459293,,,,,,native_supported_categorical_softmax,,,2.0,0.0163463486129411,0.01,0.0,terminal_90d_only,3411,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.4398628723020205,20000.0,,1.5922645330429075,validation_cross_entropy,,
0.57951590;0.00720144;0.00020004;0.00460092;0.00680136;0.02300460;0.01100220;0.03040608;0.01060212;0.02260452;0.08101620;0.01060212;0.02040408;0.01520304;0.02960592;0.04820964;0.00780156;0.00860172;0.01900380;0.00740148;0.02660532;0.00220044;0.01300260;0.00260052;0.01180236,25,1.0789064231079015,,1.0,f865f5ebb9f1873601ddaf5266c12f821a34cda70ed256652f5c6545177606b5,0.0,,1.0,0.0,4.0,0.0,,,KDD123-v2,independent_reimplementation,train_only,1.0,not_applicable,model_free_policy,,discrete_bcq,,,,,0.0,,,,,,native_deterministic_one_hot_categorical_no_epsilon_smoothing,,,2.0,0.008001600320064,0.01,0.0,terminal_90d_only,3411,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.5795159031806362,20000.0,,0.129509687423706,terminal90_normalized_discounted_TD_MSE,,
0.96959392;0.00000000;0.00000000;0.00000000;0.00000000;0.00200040;0.00000000;0.00000000;0.00000000;0.00000000;0.00100020;0.00000000;0.00000000;0.00000000;0.00000000;0.00040008;0.00000000;0.00000000;0.00000000;0.00000000;0.02700540;0.00000000;0.00000000;0.00000000;0.00000000,5,1.5392000625968498,,1.0,3d8829d4c5a485892f56718acb4f5d55b3c718924532db237404c3de54a013b5,1.0,,1.0,0.0,4.0,0.0,,,KDD123-v2,independent_reimplementation,train_only,1.0,not_applicable,model_free_policy,,discrete_cql,,,,,0.0,,,,,,native_deterministic_one_hot_categorical_no_epsilon_smoothing,,,2.0,0.0,0.01,0.0,terminal_90d_only,3411,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.9695939187837568,20000.0,,0.2900229692459106,terminal90_normalized_discounted_TD_MSE,,
0.68122369;0.00745526;0.00410610;0.00603559;0.00726533;0.04318558;0.01048353;0.00938313;0.00644417;0.00710261;0.04336110;0.00632349;0.01074560;0.00580050;0.00939432;0.03806787;0.00406708;0.00686426;0.00623094;0.01304057;0.04612084;0.00533300;0.00728191;0.00723648;0.00744704,25,0.5053876885397872,,1.0,6d86c6314c02f18a8cf7081a88fd4363f33ba10f01105b6ab3899af1278bf627,0.0,,1.0,1.0984656242330213,4.0,0.0,,,KDD123-v2,conceptual_adapter,train_only,1.0,not_applicable,model_free_policy,,soft_spibb,,,,,0.3412575333744037,,,,,,frozen_behavior_greedy_convex_mixture_native_categorical,,,2.0,0.0081731743166772,0.01,0.0,terminal_90d_only,3411,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.6812236948548226,20000.0,,0.255919873714447,terminal90_normalized_discounted_TD_MSE,,
0.43339150;0.01211544;0.00955868;0.01139241;0.01338441;0.05548695;0.02356658;0.01908610;0.01140839;0.01438384;0.07138695;0.01014561;0.02023610;0.01136364;0.01691446;0.07087590;0.00846287;0.01414688;0.01255482;0.01911508;0.08419368;0.01000235;0.01738254;0.01465305;0.01479177,25,0.0962640903266301,,11.0,1d9a68e1569e0988df65bb14fe42a31f5d4114e01d3e5d11f3dd33f1d1052702,0.0,,0.0,1.5261428346027337,12.0,0.0,,,KDD123-v2,official_contract_adapter,train_only,1.0,not_applicable,model_free_policy,,decision_transformer_adapter,,,,,0.474122929133255,,,,,,native_return_conditioned_categorical_softmax,,,2.0,0.0180215424000531,0.01,0.0,terminal_90d_only,3411,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.4333915009782796,145925.0,,1.5346391201019287,validation_cross_entropy,,
0.43378763;0.01207682;0.00740704;0.01168788;0.01406866;0.05339065;0.02771423;0.01831252;0.01147081;0.01497739;0.06897277;0.00986116;0.02100507;0.01232263;0.01726899;0.07898102;0.00677822;0.01648443;0.01263436;0.02142270;0.07523522;0.01035359;0.01379856;0.01435529;0.01563238,25,0.0397686394366167,,12.0,54090d0d64ee68f68ca16890acf99cdec07c795d0bb2bb2f4055b5c1c9320ce1,0.0,,0.0,1.5799992333840531,12.0,0.0,,,KDD123-v2,independent_reimplementation,train_only,1.0,not_applicable,model_free_policy,,behavior_cloning,,,,,0.4908543601394588,,,,,,native_supported_categorical_softmax,,,2.0,0.014185253436289,0.01,0.0,terminal_90d_only,3414,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.433787632285679,20000.0,,1.6051604747772217,validation_cross_entropy,,
0.54390878;0.01300260;0.00020004;0.01620324;0.01020204;0.04220844;0.03060612;0.00680136;0.00940188;0.00220044;0.06081216;0.01100220;0.02060412;0.01400280;0.05661132;0.04040808;0.00100020;0.03660732;0.00240048;0.00380076;0.04460892;0.00760152;0.00080016;0.02040408;0.00460092,25,1.0738128601395662,,1.0,665dbd5baca3aa4d19624217f7347f7f12a46316e9a5e6c170e5dda9ea5158e0,0.0,,1.0,0.0,4.0,0.0,,,KDD123-v2,independent_reimplementation,train_only,1.0,not_applicable,model_free_policy,,discrete_bcq,,,,,0.0,,,,,,native_deterministic_one_hot_categorical_no_epsilon_smoothing,,,2.0,0.0012002400480096,0.01,0.0,terminal_90d_only,3414,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.5439087817563513,20000.0,,0.1331026703119278,terminal90_normalized_discounted_TD_MSE,,
0.79715943;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.19683937;0.00000000;0.00000000;0.00000000;0.00000000;0.00300060;0.00000000;0.00000000;0.00000000;0.00000000;0.00300060;0.00000000;0.00000000;0.00000000;0.00000000,4,1.7960761785574526,,1.0,30881b6a07f4158a59f8efa2fde80af840c69aefa7264f0f19b1ae15c9210c35,0.0,,1.0,0.0,4.0,0.0,,,KDD123-v2,independent_reimplementation,train_only,1.0,not_applicable,model_free_policy,,discrete_cql,,,,,0.0,,,,,,native_deterministic_one_hot_categorical_no_epsilon_smoothing,,,2.0,0.0,0.01,0.0,terminal_90d_only,3414,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.7971594318863773,20000.0,,0.2686216533184051,terminal90_normalized_discounted_TD_MSE,,
0.69198884;0.00603841;0.00370352;0.00584394;0.00703433;0.02709541;0.01385712;0.00915626;0.00573540;0.00748869;0.03618672;0.00493058;0.01050253;0.00616131;0.00863449;0.04019065;0.00338911;0.00824221;0.00631718;0.01071135;0.05872183;0.00517680;0.00689928;0.00717764;0.00881639,25,0.4904069453918131,,1.0,1681ffc0dd33488f7628642d195667352994157111bf74624cef92adcd9ce9bf,0.0,,1.0,1.0932668276529742,4.0,0.0,,,KDD123-v2,conceptual_adapter,train_only,1.0,not_applicable,model_free_policy,,soft_spibb,,,,,0.3396424364079776,,,,,,frozen_behavior_greedy_convex_mixture_native_categorical,,,2.0,0.0070926267088049,0.01,0.0,terminal_90d_only,3414,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.6919888351114262,20000.0,,0.2505739331245422,terminal90_normalized_discounted_TD_MSE,,
0.44586164;0.01307034;0.00892589;0.01102397;0.01434317;0.05607108;0.02114512;0.01895109;0.01077751;0.01431213;0.07043424;0.01142833;0.01875994;0.01167020;0.01804979;0.07417280;0.00870359;0.01393202;0.01092458;0.02164726;0.07432627;0.01033902;0.01376896;0.01207259;0.01528845,25,0.0990239875611111,,12.0,9bddff960d3a87fb8341cdf8cdd15e1307fee2c498ed74e1d7a460ebe4a32457,0.0,,0.0,1.4848025523808648,12.0,0.0,,,KDD123-v2,official_contract_adapter,train_only,1.0,not_applicable,model_free_policy,,decision_transformer_adapter,,,,,0.4612798483587546,,,,,,native_return_conditioned_categorical_softmax,,,2.0,0.0176294740070345,0.01,0.0,terminal_90d_only,3414,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.4458616446651752,145925.0,,1.5321719646453855,validation_cross_entropy,,
0.45746147;0.01350686;0.00865548;0.01363362;0.01377078;0.05242864;0.02335919;0.01885424;0.00925560;0.01613666;0.06011854;0.01088928;0.01893897;0.01258416;0.01579157;0.06514331;0.00893041;0.01636479;0.01169974;0.02189208;0.07545039;0.00918026;0.01602736;0.01461262;0.01531398,25,0.0398115505549079,,9.0,1f331e232acba020989d9e10ebc0107160d994b9a856e7cf18d4c9ff52c3cbff,0.0,,1.0,1.5476464072098604,12.0,0.0,,,KDD123-v2,independent_reimplementation,train_only,1.0,not_applicable,model_free_policy,,behavior_cloning,,,,,0.4808033895725785,,,,,,native_supported_categorical_softmax,,,2.0,0.0175858924705713,0.01,0.0,terminal_90d_only,3417,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.4574614729931897,20000.0,,1.6001991033554075,validation_cross_entropy,,
0.55071014;0.02840568;0.02200440;0.01380276;0.00900180;0.01820364;0.00500100;0.01940388;0.01200240;0.04120824;0.01860372;0.00680136;0.00640128;0.00480096;0.00760152;0.08061612;0.00800160;0.00820164;0.00820164;0.01440288;0.06261252;0.01060212;0.01800360;0.01780356;0.00760152,25,1.0913988049683023,,2.0,d2cf6de23037aee22afe0665766592d71177eaed556e105028a1bad485b9046a,0.0,,1.0,0.0,5.0,0.0,,,KDD123-v2,independent_reimplementation,train_only,1.0,not_applicable,model_free_policy,,discrete_bcq,,,,,0.0,,,,,,native_deterministic_one_hot_categorical_no_epsilon_smoothing,,,2.0,0.03000600120024,0.01,0.0,terminal_90d_only,3417,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.5507101420284057,20000.0,,0.1228221803903579,terminal90_normalized_discounted_TD_MSE,,
0.97319464;0.00000000;0.00000000;0.00000000;0.00000000;0.00200040;0.00000000;0.00000000;0.00000000;0.00000000;0.00640128;0.00000000;0.00000000;0.00000000;0.00000000;0.00800160;0.00000000;0.00000000;0.00000000;0.00960192;0.00040008;0.00000000;0.00000000;0.00000000;0.00040008,7,1.4783068078067376,,1.0,58271934a91a0a117639d47225e292ba50bc912a0ce2603af83e819bf64fee29,1.0,,1.0,0.0,4.0,0.0,,,KDD123-v2,independent_reimplementation,train_only,1.0,not_applicable,model_free_policy,,discrete_cql,,,,,0.0,,,,,,native_deterministic_one_hot_categorical_no_epsilon_smoothing,,,2.0,0.0,0.01,0.0,terminal_90d_only,3417,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.9731946389277856,20000.0,,0.2678149044513702,terminal90_normalized_discounted_TD_MSE,,
0.71572814;0.00675343;0.00432774;0.00681681;0.00688539;0.02651438;0.01167959;0.00942712;0.00462780;0.00806833;0.03095945;0.00544464;0.00946949;0.00629208;0.00789579;0.04217358;0.00446521;0.00818239;0.00584987;0.01094604;0.03992564;0.00459013;0.00801368;0.00730631;0.00765699,25,0.4955668301029336,,1.0,d1a0cf3994aeef7734df5883a7f965338f9fcfd98f4bb006a55a8f22e85a8f5a,0.0,,1.0,1.0668114685093848,4.0,0.0,,,KDD123-v2,conceptual_adapter,train_only,1.0,not_applicable,model_free_policy,,soft_spibb,,,,,0.331423616986861,,,,,,frozen_behavior_greedy_convex_mixture_native_categorical,,,2.0,0.0087929462329578,0.01,0.0,terminal_90d_only,3417,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.7157281356962896,20000.0,,0.2655494213104248,terminal90_normalized_discounted_TD_MSE,,
0.45236910;0.01402570;0.00921031;0.01310733;0.01610273;0.05745694;0.02314992;0.01914282;0.01111950;0.01438197;0.06969145;0.01089934;0.01791038;0.01102358;0.01814295;0.06273787;0.00891408;0.01455495;0.01228255;0.01888539;0.06723068;0.01116258;0.01783851;0.01442326;0.01423612,25,0.093380531636088,,12.0,8128752551b66cf53e8c0d58b5a1a5c3a7f75246eccfb5582432a5cd7dac5909,0.0,,0.0,1.50874487965332,12.0,0.0,,,KDD123-v2,official_contract_adapter,train_only,1.0,not_applicable,model_free_policy,,decision_transformer_adapter,,,,,0.4687179505332725,,,,,,native_return_conditioned_categorical_softmax,,,2.0,0.0181243878941116,0.01,0.0,terminal_90d_only,3417,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.4523691043860539,145925.0,,1.5331755876541138,validation_cross_entropy,,
0.43159265;0.01128679;0.00917696;0.01219174;0.01222234;0.05799549;0.02146110;0.01817526;0.01013195;0.01568777;0.07064712;0.01253578;0.02115981;0.01355240;0.01635396;0.07260101;0.01018252;0.01543498;0.01185784;0.02111527;0.07751321;0.00951402;0.01459331;0.01403459;0.01898214,25,0.040143750162606,,12.0,7b454d75acbee54ea2c2735404c4466af6c2e31e2f714c3918f8d7e9b4ccb981,0.0,,0.0,1.5809671565199208,12.0,0.0,,,KDD123-v2,independent_reimplementation,train_only,1.0,not_applicable,model_free_policy,,behavior_cloning,,,,,0.4911550623686003,,,,,,native_supported_categorical_softmax,,,2.0,0.019359488891929,0.01,0.0,terminal_90d_only,3420,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.4315926512311175,20000.0,,1.6056928634643557,validation_cross_entropy,,
0.48969794;0.01320264;0.00060012;0.01000200;0.01240248;0.01240248;0.00620124;0.01940388;0.01120224;0.01560312;0.09701940;0.00100020;0.02500500;0.02040408;0.00660132;0.06521304;0.01820364;0.01540308;0.00700140;0.01940388;0.07601520;0.00780156;0.01600320;0.00740148;0.02680536,25,1.1597315551852658,,1.0,12f5a68895aa91d012e63dda95db09ef86bcf406f150d818a758643e099fdd38,0.0,,1.0,0.0,4.0,0.0,,,KDD123-v2,independent_reimplementation,train_only,1.0,not_applicable,model_free_policy,,discrete_bcq,,,,,0.0,,,,,,native_deterministic_one_hot_categorical_no_epsilon_smoothing,,,2.0,0.0188037607521504,0.01,0.0,terminal_90d_only,3420,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.4896979395879176,20000.0,,0.1330928653478622,terminal90_normalized_discounted_TD_MSE,,
0.83916783;0.00000000;0.00000000;0.00000000;0.00000000;0.00320064;0.00000000;0.00000000;0.00000000;0.00000000;0.08741748;0.00000000;0.00000000;0.00000000;0.00000000;0.02860572;0.00000000;0.00000000;0.00000000;0.02480496;0.01680336;0.00000000;0.00000000;0.00000000;0.00000000,6,1.57525760539462,,1.0,e79766c22ba1b415acb37f121ddeaecd97bc5f4668fb906fb9e3ae90b6b70fe8,0.0,,1.0,0.0,4.0,0.0,,,KDD123-v2,independent_reimplementation,train_only,1.0,not_applicable,model_free_policy,,discrete_cql,,,,,0.0,,,,,,native_deterministic_one_hot_categorical_no_epsilon_smoothing,,,2.0,0.0,0.01,0.0,terminal_90d_only,3420,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.8391678335667133,20000.0,,0.2480573207139969,terminal90_normalized_discounted_TD_MSE,,
0.63598036;0.00564339;0.00458848;0.00609587;0.00611117;0.04880170;0.01073055;0.00908763;0.00506598;0.00794390;0.06262902;0.00626789;0.01057990;0.00677620;0.00817698;0.03890102;0.00509126;0.00771749;0.00592892;0.01055764;0.06856257;0.00475701;0.00729666;0.00701729;0.00969111,25,0.5552677445321627,,1.0,7f9e094c3f85eb850cd7c63dc7afa4e85beeac9f501f34e7dae995abca22d779,0.0,,1.0,1.10777025325435,4.0,0.0,,,KDD123-v2,conceptual_adapter,train_only,1.0,not_applicable,model_free_policy,,soft_spibb,,,,,0.3441481789064381,,,,,,frozen_behavior_greedy_convex_mixture_native_categorical,,,2.0,0.0096797444402831,0.01,0.0,terminal_90d_only,3420,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.6359803623325299,20000.0,,0.2414906620979309,terminal90_normalized_discounted_TD_MSE,,
0.42501935;0.01178403;0.00831326;0.01405417;0.01586566;0.06503535;0.02166247;0.01796327;0.01032557;0.01298405;0.06893452;0.01027264;0.01844790;0.01299652;0.01462008;0.07693400;0.00793212;0.01184925;0.01223337;0.01972781;0.08709007;0.01096551;0.01569277;0.01473534;0.01456091,25,0.0988320977448714,,12.0,59634d09392d04f41032b31f017e02b81ea381bc4948401443896cad3a252f77,0.0,,0.0,1.543482578142839,12.0,0.0,,,KDD123-v2,official_contract_adapter,train_only,1.0,not_applicable,model_free_policy,,decision_transformer_adapter,,,,,0.4795098233421409,,,,,,native_return_conditioned_categorical_softmax,,,2.0,0.0162453817743004,0.01,0.0,terminal_90d_only,3420,,validation_only,,0.0,sepsis,once_at_final_valid_transition,,0.4250193458467526,145925.0,,1.5348628759384155,validation_cross_entropy,,
,25,,0.0,,,,nan,,,,,0.2841789096547399,0.1130141272043899,,,,,nan,known_value_policy_or_fixed_control,not_applicable,behavior,77.0,77.0,nan,not_applicable,,nan,nan,behavior,0.6088710915951675,control,,terminal_90d_only,77.0,,,,,,fixed,0.0,,0.0,,,,nan,0.5588716339498967,,nan,,,nan,0.0
,25,,0.0342140551654381,,,,nan,,,,,0.2499648544893017,0.1472281823698281,,,,,nan,known_value_policy_or_fixed_control,not_applicable,random,11.0,11.0,nan,not_applicable,,nan,nan,random,0.8788784283768941,control,,terminal_90d_only,11.0,,,,,,fixed,0.0,,0.0,,,,nan,0.3027815302845754,,nan,,,nan,0.0
,1,,-0.0246692256743978,,,,nan,,,,,0.3088481353291378,0.0883449015299921,,,,,nan,known_value_policy_or_fixed_control,not_applicable,minimum,102.0,102.0,nan,not_applicable,,nan,nan,minimum,-0.0,control,,terminal_90d_only,102.0,,,,,,fixed,0.0,,0.0,,,,nan,1.0,,nan,,,nan,0.0
,2,,-0.0193287680832864,,,,nan,,,,,0.3035076777380264,0.0936853591211035,,,,,nan,known_value_policy_or_fixed_control,not_applicable,maximum,97.0,97.0,nan,not_applicable,,nan,nan,maximum,0.1823414024339831,control,,terminal_90d_only,97.0,,,,,,fixed,0.0,,0.0,,,,nan,0.7262692392869007,,nan,,,nan,0.0
,5,,0.2697439522881881,,,,nan,,,,,0.0144349573665518,0.3827580794925781,,,,,nan,known_value_policy_or_fixed_control,not_applicable,severity_rule,2.0,2.0,nan,not_applicable,,nan,nan,severity_rule,0.4872195927731494,control,,terminal_90d_only,2.0,,,,,,fixed,0.0,,0.0,,,,nan,0.2737307607130994,,nan,,,nan,0.0
,7,,0.2841789096547399,,,,nan,,,,,0.0,0.3971930368591299,,,,,nan,known_value_policy_or_fixed_control,not_applicable,exact_dp_oracle,1.0,1.0,nan,not_applicable,,nan,nan,exact_dp_oracle,0.4877103180549391,control,,terminal_90d_only,1.0,,,,,,fixed,0.0,,0.0,,,,nan,0.469774249806223,,nan,,,nan,0.0
,25,,-0.0025005417551424,,,,nan,,,,,0.2866794514098824,0.1105135854492475,,,,,nan,known_value_policy_or_fixed_control,not_applicable,behavior_cloning__seed3408,86.0,79.0,0.0004633414441655672,not_applicable,,nan,nan,behavior_cloning__seed3408,0.5904823567871975,kdd123_v2_model_free,,terminal_90d_only,84.0,,,,,,3408,7.0,,0.0,,,,nan,0.5732870427346654,,nan,,,nan,0.0
,25,,-0.0061426987191196,,,,nan,,,,,0.2903216083738595,0.1068714284852703,,,,,nan,known_value_policy_or_fixed_control,not_applicable,discrete_bcq__seed3408,91.0,76.0,0.004434382304831661,not_applicable,,nan,nan,discrete_bcq__seed3408,0.4788592976192476,kdd123_v2_model_free,,terminal_90d_only,90.0,,,,,,3408,15.0,,0.0,,,,nan,0.6616773615061778,,nan,,,nan,0.0
,5,,-0.0244867155995243,,,,nan,,,,,0.3086656252542643,0.0885274116048656,,,,,nan,known_value_policy_or_fixed_control,not_applicable,discrete_cql__seed3408,103.0,98.0,0.002058575942983961,not_applicable,,nan,nan,discrete_cql__seed3408,0.1081573488646839,kdd123_v2_model_free,,terminal_90d_only,101.0,,,,,,3408,5.0,,0.0,,,,nan,0.9169031123231822,,nan,,,nan,0.0
,25,,-0.0135310468879085,,,,nan,,,,,0.2977099565426485,0.0994830803164814,,,,,nan,known_value_policy_or_fixed_control,not_applicable,soft_spibb__seed3408,96.0,92.0,0.0005545284802060357,not_applicable,,nan,nan,soft_spibb__seed3408,0.4099455393606467,kdd123_v2_model_free,,terminal_90d_only,92.0,,,,,,3408,4.0,,0.0,,,,nan,0.7218415340317307,,nan,,,nan,0.0
,25,,-0.0031620237500153,,,,nan,,,,,0.2873409334047553,0.1098521034543746,,,,,nan,known_value_policy_or_fixed_control,not_applicable,decision_transformer_adapter__seed3408,88.0,81.0,0.0006466469885408419,not_applicable,,nan,nan,decision_transformer_adapter__seed3408,0.575705916159069,kdd123_v2_model_free,,terminal_90d_only,87.0,,,,,,3408,7.0,,0.0,,,,nan,0.5888749258902412,,nan,,,nan,0.0
,25,,-0.0018047861641718,,,,nan,,,,,0.2859836958189118,0.1112093410402181,,,,,nan,known_value_policy_or_fixed_control,not_applicable,behavior_cloning__seed3411,86.0,79.0,0.0004633414441655672,not_applicable,,nan,nan,behavior_cloning__seed3411,0.5748302556091601,kdd123_v2_model_free,,terminal_90d_only,79.0,,,,,,3411,7.0,,0.0,,,,nan,0.5931655364882215,,nan,,,nan,0.0
,25,,-0.0001172775526787,,,,nan,,,,,0.2842961872074186,0.1128968496517112,,,,,nan,known_value_policy_or_fixed_control,not_applicable,discrete_bcq__seed3411,91.0,76.0,0.004434382304831661,not_applicable,,nan,nan,discrete_bcq__seed3411,0.4591746785515654,kdd123_v2_model_free,,terminal_90d_only,78.0,,,,,,3411,15.0,,0.0,,,,nan,0.6906220144826438,,nan,,,nan,0.0
,5,,-0.0258861603736682,,,,nan,,,,,0.3100650700284082,0.0871279668307217,,,,,nan,known_value_policy_or_fixed_control,not_applicable,discrete_cql__seed3411,103.0,98.0,0.002058575942983961,not_applicable,,nan,nan,discrete_cql__seed3411,0.0362460985674032,kdd123_v2_model_free,,terminal_90d_only,103.0,,,,,,3411,5.0,,0.0,,,,nan,0.977455882612628,,nan,,,nan,0.0
,25,,-0.0138423881276194,,,,nan,,,,,0.2980212977823593,0.0991717390767705,,,,,nan,known_value_policy_or_fixed_control,not_applicable,soft_spibb__seed3411,96.0,92.0,0.0005545284802060357,not_applicable,,nan,nan,soft_spibb__seed3411,0.370149703852753,kdd123_v2_model_free,,terminal_90d_only,93.0,,,,,,3411,4.0,,0.0,,,,nan,0.767611208128826,,nan,,,nan,0.0
